Cre01.g000050	AT4G35590
Cre02.g074600	AT4G25660
Cre02.g074650	AT3G05420
Cre02.g074700	AT1G27385
Cre02.g074720	*
Cre02.g074737	*
Cre02.g074750	*
Cre02.g074800	*
Cre02.g074850	AT2G45490
Cre02.g074900	AT3G19830
Cre02.g074950	*
Cre02.g075000	*
Cre02.g075050	AT5G43340
Cre02.g075150	AT4G21710
Cre02.g075200	*
Cre02.g075250	AT2G38000
Cre02.g075300	*
Cre02.g075350	AT3G04810
Cre02.g075400	AT5G35525
Cre02.g075550	AT2G20830
Cre02.g075600	AT5G15700
Cre02.g075650	AT1G07360
Cre02.g075700	AT3G16780
Cre02.g075750	*
Cre02.g075800	*
Cre02.g075850	AT4G33950
Cre02.g075900	AT5G66880
Cre02.g075950	*
Cre02.g076000	AT4G33950
Cre02.g076050	AT1G63220
Cre02.g076100	*
Cre02.g076150	AT3G12150
Cre02.g076250	AT1G62750
Cre02.g076300	AT3G14930
Cre02.g076350	AT4G38510
Cre02.g076400	AT4G19003
Cre02.g076450	*
Cre02.g076500	*
Cre02.g076550	*
Cre02.g076600	AT1G18440
Cre02.g076650	*
Cre02.g076663	*
Cre02.g076700	*
Cre02.g076750	AT1G72420
Cre02.g076800	AT3G52940
Cre02.g076850	AT4G29860
Cre02.g076900	AT3G08720
Cre02.g076950	AT5G59120
Cre02.g077000	AT2G03090
Cre02.g077050	*
Cre02.g077100	AT4G23100
Cre02.g077150	AT5G52540
Cre02.g077200	*
Cre02.g077250	*
Cre02.g077300	AT4G25630
Cre02.g077350	AT5G63890
Cre02.g077400	*
Cre02.g077450	AT5G53050
Cre02.g077500	AT5G02280
Cre02.g077550	*
Cre02.g077600	*
Cre02.g077650	*
Cre02.g077700	AT3G55020
Cre02.g077750	*
Cre02.g077800	*
Cre02.g077850	*
Cre02.g077900	*
Cre02.g077950	*
Cre02.g078000	*
Cre02.g078050	*
Cre02.g078100	AT1G76810
Cre02.g078150	AT5G49430
Cre02.g078200	*
Cre02.g078300	AT4G11600
Cre02.g078316	*
Cre02.g078350	*
Cre02.g078400	*
Cre02.g078450	*
Cre02.g078500	*
Cre02.g078507	*
Cre02.g078550	*
Cre02.g078600	*
Cre02.g078650	AT1G44820
Cre02.g078700	AT1G63490
Cre02.g078750	AT1G76050
Cre02.g078800	*
Cre02.g078950	*
Cre02.g079000	*
Cre02.g079050	AT3G51520
Cre02.g079100	*
Cre02.g079150	AT5G01310
Cre02.g079200	AT4G14540
Cre02.g079250	AT1G15660
Cre02.g079300	AT2G27600
Cre02.g079400	AT4G19610
Cre02.g079450	*
Cre02.g079500	*
Cre02.g079550	AT1G59610
Cre02.g079600	AT3G58140
Cre02.g079650	*
Cre02.g079700	AT3G20330
Cre02.g079750	AT5G10720
Cre02.g079800	*
Cre02.g079850	AT1G49980
Cre02.g080000	*
Cre02.g080050	*
Cre02.g080100	AT2G01730
Cre02.g080150	*
Cre02.g080200	AT3G60750
Cre02.g080250	AT4G27990
Cre02.g080300	AT1G55325
Cre02.g080350	AT3G20630
Cre02.g080400	*
Cre02.g080450	*
Cre02.g080500	*
Cre02.g080550	AT3G09440
Cre02.g080600	AT5G42020
Cre02.g080650	AT2G04030
Cre02.g080750	AT2G47070
Cre02.g080800	*
Cre02.g080850	AT4G17070
Cre02.g080900	AT3G06050
Cre02.g080950	*
Cre02.g081000	AT5G25800
Cre02.g081050	AT1G65900
Cre02.g081100	*
Cre02.g081150	*
Cre02.g081176	*
Cre02.g081200	AT5G22370
Cre02.g081250	AT3G46780
Cre02.g081300	AT1G28960
Cre02.g081400	AT1G50090
Cre02.g081450	AT4G23620
Cre02.g081500	AT4G23010
Cre02.g081550	AT5G60340
Cre02.g081600	AT5G18900
Cre02.g081700	*
Cre02.g081750	*
Cre02.g081800	*
Cre02.g081850	*
Cre02.g081900	*
Cre02.g081950	AT3G63260
Cre02.g082000	AT4G12740
Cre02.g082050	AT1G25682
Cre02.g082100	*
Cre02.g082150	AT2G17265
Cre02.g082200	AT2G17265
Cre02.g082250	AT2G17265
Cre02.g082300	AT5G05210
Cre02.g082350	AT2G33740
Cre02.g082400	*
Cre02.g082450	*
Cre02.g082500	AT5G64040
Cre02.g082550	AT5G67030
Cre02.g082600	*
Cre02.g082650	*
Cre02.g082700	AT5G56090
Cre02.g082750	AT2G06520
Cre02.g082800	*
Cre02.g082850	AT1G11870
Cre02.g082900	AT1G02630
Cre02.g082950	*
Cre02.g083000	*
Cre02.g083050	AT4G19150
Cre02.g083065	AT4G29490
Cre02.g083100	AT5G57625
Cre02.g083259	*
Cre02.g083273	*
Cre02.g083300	*
Cre02.g083350	*
Cre02.g083400	AT1G73380
Cre02.g083450	*
Cre02.g083500	*
Cre02.g083550	*
Cre02.g083600	AT1G30580
Cre02.g083650	*
Cre02.g083700	*
Cre02.g083800	AT1G78570
Cre02.g083850	AT1G74530
Cre02.g083900	AT1G56310
Cre02.g083935	*
Cre02.g083950	AT5G15760
Cre02.g084000	*
Cre02.g084050	AT3G20920
Cre02.g084100	AT1G80630
Cre02.g084200	*
Cre02.g084250	AT5G53140
Cre02.g084300	AT1G23360
Cre02.g084350	AT1G64150
Cre02.g084400	AT3G06300
Cre02.g084450	AT5G18900
Cre02.g084500	*
Cre02.g084550	AT4G28030
Cre02.g084600	*
Cre02.g084650	AT3G08960
Cre02.g084700	*
Cre02.g084750	AT3G13224
Cre02.g084800	AT5G02820
Cre02.g084850	*
Cre02.g084873	*
Cre02.g084900	AT1G56440
Cre02.g084950	AT3G06200
Cre02.g085000	AT2G33340
Cre02.g085050	AT2G32950
Cre02.g085100	*
Cre02.g085150	AT5G18830
Cre02.g085200	AT5G08535
Cre02.g085257	*
Cre02.g085300	*
Cre02.g085350	*
Cre02.g085450	AT1G03475
Cre02.g085500	*
Cre02.g085550	*
Cre02.g085600	AT5G65400
Cre02.g085650	AT3G52390
Cre02.g085700	AT2G39100
Cre02.g085750	*
Cre02.g085800	*
Cre02.g085850	*
Cre02.g085900	AT1G31190
Cre02.g085950	AT5G62440
Cre02.g086000	*
Cre02.g086050	AT1G34150
Cre02.g086076	AT5G23200
Cre02.g086100	AT1G49975
Cre02.g086150	*
Cre02.g086200	*
Cre02.g086250	*
Cre02.g086300	*
Cre02.g086400	*
Cre02.g086450	*
Cre02.g086456	*
Cre02.g086500	AT1G09935
Cre02.g086550	AT1G60230
Cre02.g086600	*
Cre02.g086650	AT5G62410
Cre02.g086700	AT5G51430
Cre02.g086750	AT1G75670
Cre02.g086800	*
Cre02.g086850	*
Cre02.g086900	AT1G10390
Cre02.g086950	AT1G80680
Cre02.g087050	*
Cre02.g087100	*
Cre02.g087150	*
Cre02.g087200	AT2G41960
Cre02.g087250	*
Cre02.g087300	AT1G12550
Cre02.g087324	*
Cre02.g087350	*
Cre02.g087400	*
Cre02.g087450	AT1G69380
Cre02.g087500	*
Cre02.g087550	AT4G19490
Cre02.g087600	AT2G02090
Cre02.g087629	*
Cre02.g087700	AT4G08390
Cre02.g087750	AT2G35050
Cre02.g087800	AT3G63260
Cre02.g087850	AT5G38210
Cre02.g087900	AT1G79570
Cre02.g087950	AT4G13780
Cre02.g088000	AT4G28510
Cre02.g088050	AT5G59980
Cre02.g088100	*
Cre02.g088200	AT5G60640
Cre02.g088250	AT2G30200
Cre02.g088300	*
Cre02.g088350	AT2G02370
Cre02.g088400	AT3G27925
Cre02.g088450	AT1G15240
Cre02.g088500	AT1G71480
Cre02.g088650	*
Cre02.g088651	*
Cre02.g088700	*
Cre02.g088750	AT4G36080
Cre02.g088800	AT3G04500
Cre02.g088850	AT2G44050
Cre02.g088900	AT3G63490
Cre02.g088950	*
Cre02.g089000	*
Cre02.g089050	*
Cre02.g089100	AT5G05010
Cre02.g089150	AT3G07740
Cre02.g089200	AT2G22740
Cre02.g089350	*
Cre02.g089400	*
Cre02.g089450	*
Cre02.g089500	*
Cre02.g089550	*
Cre02.g089600	*
Cre02.g089608	AT1G79950
Cre02.g089650	*
Cre02.g089700	*
Cre02.g089750	*
Cre02.g089800	*
Cre02.g089850	AT3G28730
Cre02.g089900	AT1G61250
Cre02.g089950	*
Cre02.g090000	*
Cre02.g090050	*
Cre02.g090100	AT3G04970
Cre02.g090150	AT5G48840
Cre02.g090200	*
Cre02.g090350	*
Cre02.g090400	*
Cre02.g090450	*
Cre02.g090500	AT4G00660
Cre02.g090550	*
Cre02.g090600	AT4G30840
Cre02.g090689	*
Cre02.g090700	AT1G18160
Cre02.g090850	AT5G15450
Cre02.g090900	AT5G15640
Cre02.g090950	*
Cre02.g091000	AT1G67960
Cre02.g091050	AT1G69740
Cre02.g091100	AT4G16720
Cre02.g091150	AT3G07100
Cre02.g091193	AT3G17668
Cre02.g091200	AT5G54080
Cre02.g091250	*
Cre02.g091300	*
Cre02.g091350	*
Cre02.g091400	AT2G25140
Cre02.g091450	*
Cre02.g091500	*
Cre02.g091550	AT2G02740
Cre02.g091650	*
Cre02.g091700	*
Cre02.g091750	AT5G26570
Cre02.g091850	AT4G16800
Cre02.g091900	*
Cre02.g091950	*
Cre02.g092000	AT5G36950
Cre02.g092050	AT5G15640
Cre02.g092100	*
Cre02.g092150	AT1G35710
Cre02.g092200	*
Cre02.g092250	AT3G21640
Cre02.g092350	AT1G11680
Cre02.g092450	*
Cre02.g092500	AT5G47010
Cre02.g092550	AT5G21990
Cre02.g092600	AT1G03475
Cre02.g092700	*
Cre02.g092750	*
Cre02.g092800	*
Cre02.g092850	AT1G48540
Cre02.g092900	AT1G63660
Cre02.g092950	*
Cre02.g093150	*
Cre02.g093300	AT3G02710
Cre02.g093350	*
Cre02.g093450	AT4G26530
Cre02.g093500	AT4G38350
Cre02.g093550	*
Cre02.g093600	*
Cre02.g093700	AT5G23630
Cre02.g093800	AT1G60420
Cre02.g093850	AT3G15410
Cre02.g093900	*
Cre02.g093950	AT3G18680
Cre02.g094000	*
Cre02.g094004	AT4G36690
Cre02.g094050	AT5G17250
Cre02.g094100	AT1G60420
Cre02.g094150	AT2G46790
Cre02.g094200	AT3G13050
Cre02.g094250	AT2G39970
Cre02.g094300	AT2G43400
Cre02.g094350	AT1G02690
Cre02.g094400	*
Cre02.g094500	*
Cre02.g094600	*
Cre02.g094650	AT1G07615
Cre02.g094700	*
Cre02.g094750	*
Cre02.g094800	*
Cre02.g094850	*
Cre02.g094900	AT4G37460
Cre02.g095000	AT2G19690
Cre02.g095050	*
Cre02.g095100	AT2G46580
Cre02.g095150	*
Cre02.g095200	AT1G64550
Cre02.g095250	AT1G67120
Cre02.g095294	AT2G38970
Cre02.g095300	AT1G67580
Cre02.g095350	AT1G72040
Cre02.g095400	AT3G15460
Cre02.g095450	AT4G26555
Cre02.g095500	*
Cre02.g095550	AT1G67120
Cre02.g095600	*
Cre02.g095650	AT5G11330
Cre02.g095700	*
Cre02.g095750	AT5G67030
Cre02.g095800	*
Cre02.g095850	AT5G48240
Cre02.g095900	*
Cre02.g095950	AT1G76590
Cre02.g096000	AT1G17840
Cre02.g096050	*
Cre02.g096100	*
Cre02.g096150	AT3G10920
Cre02.g096200	AT2G25280
Cre02.g096250	AT5G11330
Cre02.g096350	*
Cre02.g096400	AT3G28700
Cre02.g096450	*
Cre02.g096455	*
Cre02.g096500	*
Cre02.g096650	*
Cre02.g096700	AT3G43700
Cre02.g096750	*
Cre02.g096800	*
Cre02.g096850	AT2G23940
Cre02.g096900	AT3G45590
Cre02.g096950	*
Cre02.g097000	AT5G12200
Cre02.g097050	AT3G27330
Cre02.g097100	AT3G27330
Cre02.g097150	*
Cre02.g097200	*
Cre02.g097213	*
Cre02.g097250	AT5G62600
Cre02.g097300	AT1G16520
Cre02.g097400	AT1G13950
Cre02.g097450	AT3G11750
Cre02.g097500	AT1G73660
Cre02.g097550	AT2G25830
Cre02.g097600	*
Cre02.g097650	AT1G29150
Cre02.g097800	AT2G34660
Cre02.g097850	AT5G56930
Cre02.g097900	AT4G31990
Cre02.g097950	*
Cre02.g098000	AT5G66460
Cre02.g098050	AT3G51970
Cre02.g098100	AT2G32950
Cre02.g098150	AT2G21370
Cre02.g098200	AT3G24800
Cre02.g098250	AT3G03890
Cre02.g098300	AT3G54630
Cre02.g098350	AT5G01050
Cre02.g098400	*
Cre02.g098450	AT1G04170
Cre02.g098500	AT1G68610
Cre02.g098600	AT3G63260
Cre02.g098650	*
Cre02.g098700	AT2G01320
Cre02.g098750	AT3G02850
Cre02.g098800	AT2G47470
Cre02.g098850	AT2G17420
Cre02.g098900	*
Cre02.g098950	AT3G09740
Cre02.g099000	AT3G09740
Cre02.g099050	*
Cre02.g099055	*
Cre02.g099100	AT1G55860
Cre02.g099150	AT3G56190
Cre02.g099200	AT5G01400
Cre02.g099300	AT2G03430
Cre02.g099350	*
Cre02.g099400	AT3G57630
Cre02.g099500	AT3G25190
Cre02.g099550	AT5G49470
Cre02.g099650	AT3G02420
Cre02.g099700	*
Cre02.g099750	AT5G57610
Cre02.g099800	*
Cre02.g099850	AT1G01090
Cre02.g099900	*
Cre02.g099950	*
Cre02.g100000	AT3G02920
Cre02.g100050	AT3G28490
Cre02.g100100	AT5G57390
Cre02.g100200	*
Cre02.g100250	AT1G13890
Cre02.g100300	AT1G13640
Cre02.g100350	*
Cre02.g100400	*
Cre02.g100450	*
Cre02.g100500	*
Cre02.g100600	*
Cre02.g100700	*
Cre02.g100750	*
Cre02.g100800	AT5G25150
Cre02.g100850	AT3G20660
Cre02.g100900	*
Cre02.g100950	*
Cre02.g101000	AT1G03030
Cre02.g101050	*
Cre02.g101100	AT4G27120
Cre02.g101150	*
Cre02.g101200	AT3G51670
Cre02.g101250	AT4G33210
Cre02.g101300	AT3G43700
Cre02.g101400	AT3G08530
Cre02.g101550	AT5G21010
Cre02.g101600	*
Cre02.g101635	*
Cre02.g101650	*
Cre02.g101700	*
Cre02.g101750	AT2G44190
Cre02.g101786	*
Cre02.g101800	AT1G62850
Cre02.g101850	AT5G11340
Cre02.g101900	AT3G12410
Cre02.g101950	AT2G28450
Cre02.g102000	AT3G22950
Cre02.g102050	*
Cre02.g102100	*
Cre02.g102162	*
Cre02.g102250	AT2G31610
Cre02.g102300	AT1G19320
Cre02.g102350	AT5G61500
Cre02.g102400	AT4G07950
Cre02.g102450	AT4G00090
Cre02.g102500	AT2G45280
Cre02.g102600	AT5G03180
Cre02.g102650	AT1G08720
Cre02.g102700	*
Cre02.g102750	*
Cre02.g102800	AT1G54250
Cre02.g102850	*
Cre02.g102900	AT4G35780
Cre02.g102950	AT2G33540
Cre02.g103000	AT2G26680
Cre02.g103050	*
Cre02.g103100	AT3G03330
Cre02.g103150	*
Cre02.g103200	*
Cre02.g103250	AT2G34660
Cre02.g103300	*
Cre02.g103350	AT5G64440
Cre02.g103400	*
Cre02.g103450	AT2G02820
Cre02.g103500	AT1G14290
Cre02.g103550	AT2G04520
Cre02.g103600	*
Cre02.g103650	*
Cre02.g103700	*
Cre02.g103750	*
Cre02.g103770	*
Cre02.g103784	*
Cre02.g103800	AT3G63130
Cre02.g103850	AT4G14910
Cre02.g103900	AT2G17700
Cre02.g103950	*
Cre02.g104000	AT2G04790
Cre02.g104050	*
Cre02.g104100	AT4G13400
Cre02.g104150	*
Cre02.g104200	AT5G50000
Cre02.g104250	*
Cre02.g104300	*
Cre02.g104350	AT4G27080
Cre02.g104400	*
Cre02.g104450	AT2G45910
Cre02.g104500	AT2G42750
Cre02.g104550	AT3G22590
Cre02.g104600	AT4G19150
Cre02.g104650	AT2G21440
Cre02.g104700	AT3G60030
Cre02.g104729	*
Cre02.g104750	*
Cre02.g104800	AT4G40030
Cre02.g104850	*
Cre02.g104900	AT1G30580
Cre02.g104950	*
Cre02.g104951	*
Cre02.g105000	*
Cre02.g105050	AT5G24630
Cre02.g105100	*
Cre02.g105150	*
Cre02.g105200	AT3G51730
Cre02.g105250	*
Cre02.g105287	AT3G57910
Cre02.g105300	AT3G04710
Cre02.g105350	AT1G23070
Cre02.g105400	AT3G50110
Cre02.g105450	AT3G04560
Cre02.g105500	AT4G17830
Cre02.g105550	*
Cre02.g105600	AT3G24190
Cre02.g105650	AT5G51545
Cre02.g105700	*
Cre02.g105750	*
Cre02.g105800	AT2G28840
Cre02.g105900	AT3G48690
Cre02.g105950	AT2G14045
Cre02.g106000	*
Cre02.g106050	*
Cre02.g106100	*
Cre02.g106150	AT1G01940
Cre02.g106200	AT5G25400
Cre02.g106250	AT5G46250
Cre02.g106300	AT4G24330
Cre02.g106350	AT1G67600
Cre02.g106400	AT5G13640
Cre02.g106450	AT3G50940
Cre02.g106500	AT1G12880
Cre02.g106550	AT2G02570
Cre02.g106600	AT3G02080
Cre02.g106650	AT2G17290
Cre02.g106700	*
Cre02.g106750	AT3G49080
Cre02.g106800	*
Cre02.g106850	AT1G04190
Cre02.g106900	*
Cre02.g106950	*
Cre02.g107000	AT3G48750
Cre02.g107100	*
Cre02.g107150	*
Cre02.g107213	*
Cre02.g107250	*
Cre02.g107300	AT2G45440
Cre02.g107350	AT2G22720
Cre02.g107400	*
Cre02.g107450	AT1G19920
Cre02.g107500	*
Cre02.g107550	AT3G25190
Cre02.g107600	AT3G01640
Cre02.g107650	*
Cre02.g107700	AT2G19330
Cre02.g107750	AT5G08720
Cre02.g107800	AT3G04810
Cre02.g107850	AT5G45550
Cre02.g107900	*
Cre02.g107950	*
Cre02.g108000	AT1G09450
Cre02.g108050	AT5G42570
Cre02.g108100	AT1G67420
Cre02.g108150	*
Cre02.g108200	AT1G08530
Cre02.g108250	AT5G13030
Cre02.g108300	*
Cre02.g108350	AT3G09230
Cre02.g108400	AT1G32210
Cre02.g108450	AT2G42680
Cre02.g108500	*
Cre02.g108550	AT2G01170
Cre02.g108650	AT1G14000
Cre02.g108700	AT5G08160
Cre02.g108750	AT3G63260
Cre02.g108850	AT3G54210
Cre02.g108900	*
Cre02.g108950	*
Cre02.g109000	*
Cre02.g109050	*
Cre02.g109100	*
Cre02.g109200	*
Cre02.g109250	AT1G60230
Cre02.g109300	*
Cre02.g109329	*
Cre02.g109350	AT1G26760
Cre02.g109400	AT1G20540
Cre02.g109450	*
Cre02.g109550	AT4G19710
Cre02.g109600	AT1G31190
Cre02.g109650	AT1G19700
Cre02.g109700	*
Cre02.g109750	*
Cre02.g109800	AT2G22650
Cre02.g109850	AT2G34980
Cre02.g109900	*
Cre02.g109950	AT5G02120
Cre02.g110000	AT2G38220
Cre02.g110050	AT1G24530
Cre02.g110100	AT2G17430
Cre02.g110200	*
Cre02.g110250	AT1G56300
Cre02.g110300	AT5G16650
Cre02.g110350	AT4G34150
Cre02.g110400	AT2G19560
Cre02.g110450	AT2G25950
Cre02.g110500	*
Cre02.g110550	AT3G48920
Cre02.g110650	AT3G05320
Cre02.g110700	AT5G65780
Cre02.g110750	AT1G76570
Cre02.g110800	AT1G08090
Cre02.g110843	*
Cre02.g110850	AT1G67890
Cre02.g110900	*
Cre02.g110950	AT2G19520
Cre02.g111000	AT1G19360
Cre02.g111016	AT3G18040
Cre02.g111029	*
Cre02.g111050	AT3G24300
Cre02.g111108	*
Cre02.g111150	AT3G57630
Cre02.g111200	AT5G11510
Cre02.g111250	*
Cre02.g111300	*
Cre02.g111350	AT1G80710
Cre02.g111400	*
Cre02.g111450	AT4G27700
Cre02.g111500	AT3G48750
Cre02.g111550	AT4G24480
Cre02.g111600	AT3G13235
Cre02.g111650	AT5G15330
Cre02.g111700	AT4G21940
Cre02.g111750	*
Cre02.g111800	*
Cre02.g111850	*
Cre02.g111900	*
Cre02.g112000	AT1G80510
Cre02.g112050	*
Cre02.g112100	*
Cre02.g112150	*
Cre02.g112200	AT5G16750
Cre02.g112250	AT1G55350
Cre02.g112266	*
Cre02.g112300	AT1G55350
Cre02.g112350	*
Cre02.g112400	*
Cre02.g112450	*
Cre02.g112500	AT1G50240
Cre02.g112550	AT2G37010
Cre02.g112600	*
Cre02.g112650	*
Cre02.g112700	*
Cre02.g112750	AT2G42200
Cre02.g112800	AT2G31820
Cre02.g112850	AT3G24200
Cre02.g112900	AT2G13650
Cre02.g112950	*
Cre02.g113000	*
Cre02.g113050	*
Cre02.g113100	AT5G20090
Cre02.g113150	*
Cre02.g113200	AT3G17820
Cre02.g113250	AT2G34260
Cre02.g113300	*
Cre02.g113350	AT2G24360
Cre02.g113400	*
Cre02.g113450	AT3G53200
Cre02.g113500	*
Cre02.g113550	*
Cre02.g113600	AT2G45490
Cre02.g113700	AT2G03390
Cre02.g113750	*
Cre02.g113751	*
Cre02.g113752	AT2G25490
Cre02.g113800	*
Cre02.g113809	*
Cre02.g113850	AT5G08280
Cre02.g113900	*
Cre02.g113950	*
Cre02.g114000	*
Cre02.g114001	*
Cre02.g114050	*
Cre02.g114100	*
Cre02.g114150	*
Cre02.g114250	AT1G60550
Cre02.g114300	*
Cre02.g114350	AT3G28880
Cre02.g114400	AT5G08415
Cre02.g114450	AT2G03420
Cre02.g114500	AT3G55960
Cre02.g114600	AT5G06290
Cre02.g114650	*
Cre02.g114700	AT2G15790
Cre02.g114750	AT3G20410
Cre02.g114800	*
Cre02.g114850	AT5G09420
Cre02.g114900	AT2G28840
Cre02.g114950	*
Cre02.g115000	*
Cre02.g115050	*
Cre02.g115100	*
Cre02.g115150	AT5G19750
Cre02.g115250	AT3G49660
Cre02.g115300	AT5G38820
Cre02.g115350	AT1G69040
Cre02.g115450	*
Cre02.g115500	*
Cre02.g115508	AT3G26500
Cre02.g115550	*
Cre02.g115600	*
Cre02.g115650	AT2G36460
Cre02.g115700	*
Cre02.g115750	AT1G71340
Cre02.g115800	AT4G17420
Cre02.g115900	AT4G17420
Cre02.g115950	*
Cre02.g116000	AT1G21370
Cre02.g116050	*
Cre02.g116100	*
Cre02.g116150	*
Cre02.g116200	*
Cre02.g116250	*
Cre02.g116300	AT5G08565
Cre02.g116350	*
Cre02.g116400	AT2G03430
Cre02.g116450	AT3G01850
Cre02.g116500	AT1G15000
Cre02.g116550	AT3G45770
Cre02.g116600	AT3G57630
Cre02.g116650	AT1G04850
Cre02.g116700	AT5G50000
Cre02.g116750	AT2G07698
Cre02.g116800	*
Cre02.g116850	AT5G06620
Cre02.g116900	AT3G51810
Cre02.g116950	AT4G33470
Cre02.g117050	AT1G18160
Cre02.g117100	*
Cre02.g117150	AT4G24710
Cre02.g117179	*
Cre02.g117200	*
Cre02.g117250	*
Cre02.g117300	AT5G27395
Cre02.g117350	AT1G77550
Cre02.g117400	*
Cre02.g117410	*
Cre02.g117450	*
Cre02.g117500	AT1G47840
Cre02.g117550	AT2G03430
Cre02.g117600	*
Cre02.g117650	AT3G48980
Cre02.g117700	*
Cre02.g117813	AT3G24715
Cre02.g117850	AT4G10570
Cre02.g117900	AT1G59760
Cre02.g117950	AT5G01010
Cre02.g118000	AT1G12370
Cre02.g118050	AT2G44740
Cre02.g118100	*
Cre02.g118150	*
Cre02.g118200	AT5G19930
Cre02.g118250	AT1G49520
Cre02.g118300	AT5G62190
Cre02.g118350	*
Cre02.g118400	AT1G80480
Cre02.g118450	AT1G18700
Cre02.g118500	AT1G52360
Cre02.g118600	AT5G55280
Cre02.g118650	*
Cre02.g118700	*
Cre02.g118750	*
Cre02.g118800	AT3G10630
Cre02.g118850	AT1G31812
Cre02.g118900	AT5G41970
Cre02.g118950	AT1G49400
Cre02.g119000	AT5G17550
Cre02.g119050	AT3G02410
Cre02.g119100	AT1G26120
Cre02.g119150	*
Cre02.g119200	*
Cre02.g119250	*
Cre02.g119300	*
Cre02.g119350	AT5G47680
Cre02.g119450	AT3G05320
Cre02.g119484	*
Cre02.g119500	*
Cre02.g119550	*
Cre02.g119600	AT4G25970
Cre02.g119650	*
Cre02.g119651	*
Cre02.g119700	*
Cre02.g119800	*
Cre02.g119850	*
Cre02.g119900	AT1G02305
Cre02.g119950	*
Cre02.g120000	*
Cre02.g120050	*
Cre02.g120100	AT1G67090
Cre02.g120150	AT1G67090
Cre02.g120250	AT1G68830
Cre02.g120300	AT4G31360
Cre02.g120350	*
Cre02.g140900	*
Cre02.g141000	AT1G01040
Cre02.g141050	AT1G48410
Cre02.g141100	AT5G22790
Cre02.g141150	*
Cre02.g141200	AT2G01350
Cre02.g141250	AT5G57050
Cre02.g141350	*
Cre02.g141400	AT4G37870
Cre02.g141450	AT1G75440
Cre02.g141500	*
Cre02.g141550	AT1G19740
Cre02.g141600	AT5G01930
Cre02.g141650	*
Cre02.g141700	*
Cre02.g141800	AT2G45490
Cre02.g141850	AT1G62250
Cre02.g141900	AT3G22845
Cre02.g141950	AT4G39170
Cre02.g142000	AT3G57870
Cre02.g142050	*
Cre02.g142100	*
Cre02.g142150	AT1G34350
Cre02.g142200	*
Cre02.g142350	AT1G27530
Cre02.g142650	*
Cre02.g142700	AT4G14365
Cre02.g142750	*
Cre02.g142800	AT3G06730
Cre02.g142850	AT1G65700
Cre02.g142900	AT1G33400
Cre02.g143000	AT1G32200
Cre02.g143100	*
Cre02.g143150	*
Cre02.g143200	AT1G50200
Cre02.g143250	AT3G09810
Cre02.g143300	*
Cre02.g143350	*
Cre02.g143392	*
Cre02.g143400	*
Cre02.g143450	AT2G36885
Cre02.g143500	*
Cre02.g143550	*
Cre02.g143635	*
Cre02.g143650	*
Cre02.g143750	*
Cre02.g143850	AT2G23140
Cre02.g143858	*
Cre02.g143861	*
Cre02.g143900	AT1G73610
Cre02.g144050	AT3G57630
Cre02.g144100	AT3G57630
Cre02.g144250	AT3G14640
Cre02.g144300	AT1G76670
Cre02.g144350	AT4G17160
Cre02.g144400	ATCG00065
Cre02.g144450	*
Cre02.g144500	AT2G25970
Cre02.g144550	AT1G79610
Cre02.g144600	AT3G26570
Cre02.g144650	AT3G26570
Cre02.g144700	AT3G26570
Cre02.g144734	*
Cre02.g144750	AT3G26570
Cre02.g144800	AT4G37670
Cre02.g144850	AT4G24090
Cre02.g144900	AT1G18480
Cre02.g144950	AT2G26650
Cre02.g145000	AT4G34730
Cre02.g145050	AT2G26930
Cre02.g145100	AT4G29900
Cre02.g145133	*
Cre02.g145150	AT1G03270
Cre02.g145200	AT4G04320
Cre02.g145231	AT1G23280
Cre02.g145250	AT3G61110
Cre02.g145300	AT1G73820
Cre02.g145350	*
Cre02.g145400	*
Cre02.g145450	*
Cre02.g145451	*
Cre02.g145500	AT3G58640
Cre02.g145550	*
Cre02.g145600	*
Cre02.g145628	*
Cre02.g145650	*
Cre02.g145700	AT3G30390
Cre02.g145750	AT3G30390
Cre02.g145800	AT5G43330
Cre02.g145850	*
Cre02.g145900	AT5G35525
Cre02.g145950	*
Cre02.g146000	AT3G49990
Cre02.g146050	AT5G48230
Cre02.g146131	*
Cre02.g146150	*
Cre02.g146200	*
Cre02.g146250	AT5G65720
Cre02.g146300	*
Cre02.g146450	*
Cre02.g146500	AT5G35980
Cre02.g146550	*
Cre02.g146600	AT4G24550
Cre02.g146629	AT1G26780
Cre02.g146650	AT1G77550
Cre02.g146700	AT5G09570
Cre02.g146750	*
Cre02.g146850	*
Cre02.g146900	*
Cre02.g146950	AT4G31770
Cre02.g147000	*
Cre02.g147050	*
Cre02.g147100	*
Cre02.g147150	*
Cre02.g147200	AT2G22250
Cre02.g147250	*
Cre02.g147300	*
Cre02.g147350	*
Cre02.g147450	AT3G56160
Cre02.g147550	*
Cre02.g147600	*
Cre02.g147650	AT3G02570
Cre02.g147700	*
Cre02.g147750	*
Cre02.g147800	AT2G21540
Cre02.g147850	AT1G33360
Cre02.g147900	AT3G52990
Cre03.g148000	*
Cre03.g148050	AT5G44740
Cre03.g148100	AT4G14965
Cre03.g148150	AT3G45890
Cre03.g148250	AT1G66170
Cre03.g148300	*
Cre03.g148350	AT5G41960
Cre03.g148400	*
Cre03.g148450	AT2G30720
Cre03.g148500	AT2G38820
Cre03.g148700	AT2G38820
